"　　毎月勤労統計調査　産業別時系列表（賃金・労働時間・雇用指数、労働異動率及び対前年比（差））　　和歌山県","","","","","","","","","","","","","","","平成22年＝100",""
"パートタイム労働者比率","I卸売業・小売業","３０人以上","2014.0","63.2","63.0","62.8","64.2","62.6","63.9","61.9","62.2","62.1","63.7","63.9","64.1","63.8"
"パートタイム労働者比率","I卸売業・小売業","３０人以上","2015.0","66.4","66.2","70.9","70.8","63.3","63.4","65.4","65.4","66.0","67.4","65.0","66.3","66.5"
"パートタイム労働者比率（前年差）","I卸売業・小売業","３０人以上","2006.0","-3.9","-7.7","-6.5","-8.7","-10.5","-4.3","-1.6","-1.9","-1.5","-1.6","-1.9","-0.9","0.4"
"パートタイム労働者比率（前年差）","I卸売業・小売業","３０人以上","2007.0","4.3","3.4","1.7","3.4","5.2","4.3","3.9","4.5","5.8","4.5","5.6","5.9","3.9"
"パートタイム労働者比率（前年差）","I卸売業・小売業","３０人以上","2008.0","0.0","3.5","3.0","3.2","3.1","0.2","-0.3","-0.3","-1.6","-2.0","-2.8","-3.6","-2.7"
"パートタイム労働者比率（前年差）","I卸売業・小売業","３０人以上","2009.0","24.3","22.0","22.0","23.0","21.2","24.5","24.6","24.7","24.7","25.9","25.7","26.4","26.8"
"パートタイム労働者比率（前年差）","I卸売業・小売業","３０人以上","2010.0","0.2","0.2","0.4","0.2","2.1","0.6","0.6","0.3","0.2","0.2","-0.3","-0.9","-0.9"
"パートタイム労働者比率（前年差）","I卸売業・小売業","３０人以上","2011.0","-0.3","-0.6","-0.2","-0.4","-0.6","-0.7","-0.4","-0.3","0.6","0.5","-0.9","-0.3","-0.1"
"パートタイム労働者比率（前年差）","I卸売業・小売業","３０人以上","2012.0","-13.6","-16.9","-16.2","-9.8","-14.7","-13.3","-14.0","-13.0","-13.5","-13.5","-11.7","-13.1","-13.6"
"パートタイム労働者比率（前年差）","I卸売業・小売業","３０人以上","2013.0","0.1","3.8","3.4","-3.2","0.3","0.2","1.2","0.1","-0.7","-0.5","-1.1","-0.8","-2.2"
"パートタイム労働者比率（前年差）","I卸売業・小売業","３０人以上","2014.0","-1.9","-2.5","-2.8","-1.5","-1.7","-1.6","-4.0","-3.5","-2.8","-1.4","-0.8","-0.6","0.8"
"パートタイム労働者比率（前年差）","I卸売業・小売業","３０人以上","2015.0","3.2","3.2","8.1","6.6","0.7","-0.5","3.5","3.2","3.9","3.7","1.1","2.2","2.7"
"パートタイム労働者比率","J金融業・保険業","３０人以上","2005.0","8.6","4.5","4.7","4.9","10.1","9.8","9.9","8.8","11.0","10.0","10.4","9.7","9.6"
"パートタイム労働者比率","J金融業・保険業","３０人以上","2006.0","14.8","9.8","12.5","12.1","13.8","13.5","13.4","13.8","13.7","13.6","18.2","23.2","19.9"
"パートタイム労働者比率","J金融業・保険業","３０人以上","2007.0","3.1","3.3","3.3","2.6","3.1","3.1","3.4","3.2","3.4","3.2","2.9","2.9","3.1"
"パートタイム労働者比率","J金融業・保険業","３０人以上","2008.0","2.5","2.3","2.8","3.1","2.6","2.5","2.6","2.8","2.3","2.9","2.3","1.7","2.3"
"パートタイム労働者比率","J金融業・保険業","３０人以上","2009.0","17.0","20.1","20.2","20.6","19.7","19.9","14.9","15.1","14.8","14.9","14.9","14.3","14.5"
"パートタイム労働者比率","J金融業・保険業","３０人以上","2010.0","14.6","14.5","14.5","14.6","14.5","14.0","14.7","14.5","14.2","14.2","14.9","15.0","15.0"
"パートタイム労働者比率","J金融業・保険業","３０人以上","2011.0","14.9","15.1","15.1","15.1","14.9","14.9","14.7","14.8","14.8","14.9","14.7","14.5","14.7"
"パートタイム労働者比率","J金融業・保険業","３０人以上","2012.0","14.0","12.7","12.9","13.0","13.4","13.8","13.7","13.6","13.6","13.8","15.6","15.6","15.7"
"パートタイム労働者比率","J金融業・保険業","３０人以上","2013.0","16.8","15.9","15.9","16.0","16.2","16.1","16.1","16.1","16.0","16.2","19.1","19.0","19.0"
"パートタイム労働者比率","J金融業・保険業","３０人以上","2014.0","18.4","19.1","19.1","18.7","18.1","17.9","17.8","17.9","18.0","18.0","18.6","18.6","18.7"
"パートタイム労働者比率","J金融業・保険業","３０人以上","2015.0","18.1","19.4","19.0","19.1","18.4","18.1","18.1","17.5","17.3","17.6","17.6","17.4","17.6"
"パートタイム労働者比率（前年差）","J金融業・保険業","３０人以上","2006.0","6.2","5.3","7.8","7.2","3.7","3.7","3.5","5.0","2.7","3.6","7.8","13.5","10.3"
"パートタイム労働者比率（前年差）","J金融業・保険業","３０人以上","2007.0","-11.7","-6.5","-9.2","-9.5","-10.7","-10.4","-10.0","-10.6","-10.3","-10.4","-15.3","-20.3","-16.8"
"パートタイム労働者比率（前年差）","J金融業・保険業","３０人以上","2008.0","-0.6","-1.0","-0.5","0.5","-0.5","-0.6","-0.8","-0.4","-1.1","-0.3","-0.6","-1.2","-0.8"
"パートタイム労働者比率（前年差）","J金融業・保険業","３０人以上","2009.0","14.5","17.8","17.4","17.5","17.1","17.4","12.3","12.3","12.5","12.0","12.6","12.6","12.2"
"パートタイム労働者比率（前年差）","J金融業・保険業","３０人以上","2010.0","-2.4","-5.6","-5.7","-6.0","-5.2","-5.9","-0.2","-0.6","-0.6","-0.7","0.0","0.7","0.5"
"パートタイム労働者比率（前年差）","J金融業・保険業","３０人以上","2011.0","0.3","0.6","0.6","0.5","0.4","0.9","0.0","0.3","0.6","0.7","-0.2","-0.5","-0.3"
"パートタイム労働者比率（前年差）","J金融業・保険業","３０人以上","2012.0","-0.9","-2.4","-2.2","-2.1","-1.5","-1.1","-1.0","-1.2","-1.2","-1.1","0.9","1.1","1.0"
